time_s,ax,ay,az,gx_cal,gy_cal,gz_cal,mx,my,mz
13.657,-9.753,0.535,-0.153,-0.249,0.197,0.102,-63.0,225.0,-325.0
13.71,-9.408,0.306,-0.076,-0.388,-0.011,0.241,-64.0,225.0,-325.0
13.763,-9.217,0.421,0.459,-0.458,-0.15,-0.037,-64.0,225.0,-325.0
13.816,-9.485,0.727,0.229,-0.179,0.128,-0.037,-64.0,226.0,-324.0
13.869,-9.294,0.459,-0.115,-0.179,-0.22,-0.107,-65.0,225.0,-325.0
13.922,-9.332,0.229,-0.076,-0.388,0.058,-0.176,-63.0,225.0,-324.0
13.975,-9.6,0.459,-0.076,-0.527,-0.15,-0.107,-62.0,224.0,-324.0
14.028,-9.485,0.688,0.459,-0.249,-0.011,-0.176,-62.0,224.0,-324.0
14.081,-9.676,0.497,0.076,-0.319,-0.29,0.032,-63.0,226.0,-324.0
14.134,-9.447,0.421,-0.229,-0.388,0.058,0.171,-63.0,224.0,-325.0
14.187,-9.676,0.497,-0.115,-0.319,-0.081,-0.176,-62.0,225.0,-323.0
14.24,-9.753,0.497,0.268,-0.319,0.197,-0.107,-63.0,226.0,-323.0
14.293,-9.829,0.612,-0.306,-0.249,0.128,-0.037,-63.0,226.0,-323.0
14.346,-9.676,0.535,0.153,-0.04,0.128,-0.037,-65.0,225.0,-324.0
14.399,-9.638,0.688,0.038,-0.04,0.058,0.171,-63.0,225.0,-324.0
14.452,-9.829,0.688,0.153,-0.249,-0.15,-0.037,-63.0,225.0,-324.0
14.505,-9.6,0.382,0.153,-0.249,-0.15,0.032,-63.0,226.0,-325.0
14.558,-9.6,0.421,-0.153,-0.249,-0.081,-0.037,-63.0,226.0,-325.0
14.611,-9.638,0.306,0.0,-0.388,-0.15,0.241,-65.0,225.0,-324.0
14.664,-9.676,0.497,0.115,-0.319,-0.011,0.032,-64.0,225.0,-324.0
14.717,-9.638,0.382,0.076,-0.458,-0.011,-0.037,-64.0,225.0,-324.0
14.77,-9.37,0.574,0.0,-0.597,-0.081,0.102,-63.0,227.0,-324.0
14.823,-9.714,0.612,0.115,-0.319,0.058,0.032,-63.0,227.0,-324.0
14.876,-9.561,0.535,-0.076,-0.388,-0.081,-0.176,-65.0,225.0,-325.0
14.929,-9.714,0.727,0.038,-0.319,-0.081,-0.246,-65.0,226.0,-325.0
14.982,-9.523,0.459,0.115,-0.319,-0.011,-0.246,-64.0,225.0,-324.0
15.035,-9.561,0.65,0.612,-0.319,-0.29,0.102,-64.0,225.0,-324.0
15.088,-9.6,0.421,0.038,-0.458,-0.081,0.171,-64.0,225.0,-324.0
15.141,-9.791,0.688,0.268,-0.319,0.058,0.032,-63.0,225.0,-324.0
15.194,-9.447,0.459,0.153,-0.179,-0.011,-0.037,-62.0,226.0,-325.0
15.247,-9.408,0.344,0.115,-0.388,0.058,0.31,-64.0,225.0,-324.0
15.3,-9.676,0.688,0.382,-0.249,0.058,-0.176,-62.0,225.0,-323.0
15.353,-9.408,0.306,0.076,-0.179,-0.081,-0.107,-62.0,225.0,-323.0
15.406,-9.408,0.459,0.191,-0.11,-0.011,-0.037,-62.0,227.0,-324.0
15.459,-9.638,0.535,-0.076,-0.249,-0.081,0.241,-63.0,226.0,-323.0
15.512,-9.829,0.727,0.382,-0.249,-0.011,-0.037,-63.0,225.0,-325.0
15.565,-9.37,0.535,0.038,-0.388,0.058,-0.107,-64.0,225.0,-326.0
15.618,-9.523,0.306,-0.115,-0.458,0.128,-0.037,-64.0,225.0,-326.0
15.671,-9.332,0.191,0.0,-0.458,-0.011,0.032,-63.0,224.0,-324.0
15.724,-9.408,0.612,0.268,-0.388,0.197,-0.107,-64.0,226.0,-324.0
15.777,-9.6,0.459,0.115,-0.388,-0.15,-0.176,-64.0,224.0,-324.0
15.83,-9.829,0.574,0.038,-0.458,-0.011,-0.176,-63.0,224.0,-324.0
15.883,-9.676,0.497,0.268,-0.179,-0.15,-0.246,-63.0,224.0,-324.0
15.936,-9.714,0.574,0.115,-0.458,-0.081,-0.107,-63.0,224.0,-325.0
15.989,-9.447,0.459,0.076,-0.179,-0.011,-0.037,-64.0,226.0,-324.0
16.042,-9.638,0.612,0.344,-0.179,-0.011,-0.176,-64.0,225.0,-324.0
16.095,-9.485,0.574,0.153,-0.249,-0.011,-0.176,-64.0,224.0,-323.0
16.148,-9.523,0.306,0.191,-0.249,-0.15,-0.107,-64.0,224.0,-323.0
16.201,-9.714,0.459,0.191,-0.249,0.058,-0.246,-63.0,225.0,-324.0
16.254,-9.676,0.459,0.153,-0.179,0.058,0.171,-64.0,225.0,-325.0
16.307,-9.523,0.421,0.0,-0.458,0.058,0.032,-63.0,227.0,-324.0
16.36,-9.561,0.421,0.115,-0.458,0.058,0.171,-62.0,225.0,-326.0
16.413,-9.523,0.535,0.076,-0.458,-0.011,-0.176,-62.0,225.0,-326.0
16.466,-9.6,0.535,0.191,-0.11,-0.081,0.102,-65.0,226.0,-324.0
16.519,-9.714,0.612,0.191,-0.249,-0.011,0.102,-64.0,225.0,-325.0
16.572,-9.714,0.459,0.076,-0.249,0.058,-0.037,-63.0,225.0,-324.0
16.625,-9.523,0.459,0.115,-0.388,0.128,-0.176,-63.0,224.0,-324.0
16.678,-9.829,0.535,0.268,-0.388,0.058,-0.107,-63.0,224.0,-324.0
16.731,-9.485,0.497,-0.115,-0.388,0.128,-0.037,-64.0,225.0,-324.0
16.784,-9.6,0.497,0.306,-0.319,-0.011,-0.176,-64.0,225.0,-324.0
16.837,-9.6,0.497,0.115,-0.527,-0.081,-0.037,-63.0,225.0,-325.0
16.89,-9.6,0.421,0.038,-0.388,-0.081,0.102,-63.0,225.0,-324.0
16.943,-9.447,0.574,0.535,-0.388,-0.29,0.032,-63.0,225.0,-324.0
16.996,-9.408,0.421,-0.076,-0.249,-0.15,-0.037,-63.0,224.0,-325.0
17.049,-9.485,0.612,0.306,-0.249,0.128,0.102,-64.0,224.0,-324.0
17.102,-9.753,0.574,0.268,-0.249,-0.15,0.102,-65.0,226.0,-324.0
17.155,-9.714,0.535,-0.038,-0.458,-0.011,0.032,-65.0,225.0,-325.0
17.208,-9.676,0.65,0.306,-0.179,0.058,0.171,-65.0,225.0,-325.0
17.261,-9.676,0.727,0.268,-0.319,0.128,0.102,-63.0,226.0,-325.0
17.314,-9.714,0.688,0.459,-0.319,-0.081,0.102,-63.0,225.0,-324.0
17.367,-9.753,0.688,-0.038,-0.179,0.197,-0.107,-64.0,224.0,-324.0
17.42,-9.714,0.612,0.344,-0.319,-0.011,-0.176,-65.0,225.0,-325.0
17.473,-9.714,0.574,0.268,-0.11,-0.011,0.171,-65.0,225.0,-325.0
17.526,-9.714,0.574,0.344,-0.04,-0.081,0.102,-63.0,225.0,-323.0
17.579,-9.791,0.535,-0.076,-0.388,0.128,0.102,-63.0,225.0,-323.0
17.632,-9.676,0.803,0.268,-0.179,-0.081,-0.107,-64.0,224.0,-325.0
17.685,-9.447,0.459,0.191,-0.388,-0.081,-0.037,-65.0,226.0,-324.0
17.738,-9.332,0.382,0.191,-0.319,0.058,-0.107,-65.0,226.0,-324.0
17.791,-9.6,0.65,0.191,-0.249,0.128,-0.037,-63.0,225.0,-323.0
17.844,-9.714,0.65,0.344,-0.388,0.058,-0.107,-64.0,225.0,-324.0
17.897,-9.6,0.459,0.153,-0.458,-0.081,-0.037,-62.0,225.0,-324.0
17.95,-9.523,0.421,-0.268,-0.527,-0.011,0.032,-63.0,225.0,-323.0
18.003,-9.676,0.459,-0.038,-0.319,-0.081,0.032,-63.0,225.0,-323.0
18.056,-9.523,0.574,0.115,-0.179,-0.081,0.032,-64.0,225.0,-325.0
18.109,-9.523,0.841,0.421,-0.319,-0.011,0.032,-63.0,226.0,-324.0
18.162,-9.408,0.497,-0.153,-0.527,-0.081,0.032,-65.0,226.0,-324.0
18.215,-9.447,0.574,0.382,-0.319,0.058,0.032,-64.0,225.0,-325.0
18.268,-9.523,0.65,0.459,-0.597,0.128,-0.316,-64.0,225.0,-325.0
18.321,-9.561,0.65,0.229,-0.458,0.058,-0.176,-63.0,225.0,-324.0
18.374,-9.408,0.574,0.191,-0.319,-0.011,-0.037,-63.0,224.0,-324.0
18.427,-9.714,0.688,-0.153,-0.388,-0.011,-0.037,-64.0,225.0,-324.0
18.48,-9.408,0.306,0.0,-0.458,-0.15,0.102,-63.0,225.0,-323.0
18.533,-9.523,0.459,0.038,-0.249,0.058,0.102,-63.0,225.0,-323.0
18.586,-9.753,0.421,-0.229,-0.319,0.058,-0.037,-63.0,224.0,-324.0
18.639,-9.944,0.918,0.459,-0.388,-0.011,0.032,-63.0,226.0,-323.0
18.692,-9.561,0.421,-0.153,-0.319,-0.081,-0.037,-64.0,225.0,-325.0
18.745,-9.256,0.344,0.382,-0.388,0.128,-0.037,-64.0,226.0,-324.0
18.798,-9.561,0.574,0.191,-0.249,0.058,0.032,-64.0,226.0,-324.0
18.851,-9.944,0.841,0.038,-0.388,0.058,-0.176,-64.0,225.0,-325.0
18.904,-9.791,0.574,0.076,-0.388,-0.011,0.032,-62.0,225.0,-324.0
18.957,-9.408,0.344,-0.153,-0.458,-0.081,0.032,-62.0,223.0,-324.0
19.01,-9.638,0.574,0.306,-0.388,-0.15,-0.037,-64.0,226.0,-324.0
19.063,-9.676,0.344,-0.115,-0.388,-0.011,0.032,-64.0,226.0,-324.0
19.116,-9.294,0.382,0.191,-0.179,0.058,-0.037,-63.0,224.0,-324.0
19.169,-9.676,0.765,0.153,-0.249,-0.081,0.102,-64.0,224.0,-325.0
19.222,-9.944,0.65,0.229,-0.319,-0.011,-0.037,-64.0,225.0,-325.0
19.275,-9.638,0.497,-0.115,-0.249,-0.011,-0.107,-65.0,226.0,-324.0
19.328,-9.523,0.574,0.421,-0.458,-0.011,0.241,-65.0,226.0,-324.0
19.381,-9.676,0.65,-0.038,-0.179,-0.15,-0.176,-64.0,225.0,-324.0
19.434,-9.37,0.306,0.076,-0.249,-0.011,0.102,-63.0,224.0,-325.0
19.487,-9.791,0.497,0.0,-0.179,0.058,0.032,-64.0,225.0,-324.0
19.54,-9.714,0.574,0.268,-0.458,-0.15,-0.107,-63.0,224.0,-324.0
19.593,-9.408,0.497,0.229,-0.458,-0.15,-0.107,-63.0,224.0,-324.0
19.646,-9.791,0.574,-0.038,-0.249,-0.011,-0.107,-63.0,226.0,-324.0
19.699,-9.6,0.268,0.115,-0.388,-0.011,-0.037,-63.0,226.0,-323.0
19.752,-9.753,0.612,0.344,-0.249,-0.011,-0.107,-65.0,225.0,-323.0
19.805,-9.638,0.497,0.153,-0.249,-0.011,-0.107,-62.0,224.0,-325.0
19.858,-9.829,0.612,0.115,-0.388,0.058,0.032,-62.0,224.0,-325.0
19.911,-9.523,0.382,-0.191,-0.319,-0.081,0.102,-62.0,225.0,-324.0
19.964,-9.447,0.612,-0.076,-0.527,-0.011,0.032,-64.0,225.0,-323.0
20.017,-9.523,0.65,0.268,-0.179,-0.15,0.032,-64.0,225.0,-324.0
20.07,-9.6,0.535,0.0,-0.388,-0.011,0.032,-65.0,225.0,-324.0
20.123,-9.447,0.65,0.115,-0.319,-0.011,0.171,-65.0,225.0,-324.0
20.176,-9.6,0.727,0.153,-0.319,-0.011,-0.107,-63.0,225.0,-325.0
20.229,-9.753,0.459,0.0,-0.319,-0.011,-0.037,-64.0,226.0,-324.0
20.282,-9.829,0.727,-0.191,-0.179,-0.15,0.102,-65.0,225.0,-325.0
20.335,-9.791,0.497,0.191,-0.458,0.197,-0.176,-65.0,224.0,-324.0
20.388,-9.447,0.306,0.268,-0.319,-0.081,-0.176,-65.0,224.0,-324.0
20.441,-9.6,0.382,0.115,-0.388,0.128,-0.107,-64.0,225.0,-324.0
20.494,-9.676,0.497,-0.268,-0.319,0.128,-0.037,-64.0,224.0,-325.0
20.547,-9.791,0.612,0.229,-0.249,0.058,-0.107,-63.0,225.0,-325.0
20.6,-9.638,0.612,0.268,-0.666,-0.22,-0.176,-63.0,224.0,-324.0
20.653,-9.6,0.535,0.076,-0.179,-0.011,0.171,-63.0,224.0,-324.0
20.706,-9.676,0.574,0.229,-0.388,-0.15,0.102,-63.0,225.0,-324.0
20.759,-9.6,0.459,-0.038,-0.249,-0.011,-0.316,-63.0,226.0,-325.0
20.812,-9.791,0.65,0.268,-0.319,0.058,0.032,-63.0,225.0,-324.0
20.865,-9.561,0.65,0.115,-0.388,-0.15,-0.037,-64.0,225.0,-324.0
20.918,-9.638,0.497,0.115,-0.319,-0.15,-0.037,-64.0,225.0,-324.0
20.971,-9.867,0.574,0.344,-0.249,0.128,-0.176,-65.0,225.0,-325.0
21.024,-9.714,0.535,0.0,-0.527,0.197,-0.037,-62.0,225.0,-325.0
21.077,-9.676,0.535,0.229,-0.388,0.058,0.032,-64.0,225.0,-326.0
21.13,-9.714,0.574,0.268,-0.388,0.128,0.102,-63.0,225.0,-324.0
21.183,-9.561,0.497,0.0,-0.319,0.128,-0.037,-63.0,225.0,-324.0
21.236,-9.6,0.574,0.076,-0.179,-0.081,-0.107,-64.0,225.0,-325.0
21.289,-9.791,0.765,0.076,-0.179,-0.22,-0.037,-64.0,226.0,-324.0
21.342,-9.561,0.535,-0.115,-0.388,-0.15,-0.316,-64.0,224.0,-325.0
21.395,-9.523,0.344,0.191,-0.388,0.058,-0.037,-64.0,225.0,-323.0
21.448,-9.6,0.306,0.0,-0.249,0.058,0.171,-64.0,225.0,-323.0
21.501,-9.408,0.306,0.306,-0.319,0.128,-0.246,-63.0,227.0,-325.0
21.554,-9.332,0.497,0.382,-0.179,-0.15,-0.246,-64.0,226.0,-324.0
21.607,-9.561,0.497,0.115,-0.666,-0.011,0.032,-63.0,226.0,-325.0
21.66,-9.753,0.574,0.153,-0.319,0.058,0.102,-64.0,225.0,-324.0
21.713,-9.676,0.382,0.191,-0.179,-0.011,-0.037,-64.0,225.0,-324.0
21.766,-9.791,0.765,0.0,-0.319,-0.15,0.102,-63.0,225.0,-324.0
21.819,-9.408,0.191,-0.229,-0.249,-0.359,0.032,-63.0,226.0,-325.0
21.872,-10.02,0.688,0.268,-0.319,-0.081,-0.037,-63.0,225.0,-324.0
21.925,-9.714,0.574,0.115,-0.388,-0.081,-0.176,-63.0,225.0,-324.0
21.978,-9.638,0.306,0.0,-0.388,-0.081,-0.107,-63.0,225.0,-324.0
22.031,-9.638,0.65,-0.191,-0.527,-0.011,0.032,-64.0,225.0,-324.0
22.084,-9.523,0.574,0.038,-0.388,-0.011,0.032,-64.0,226.0,-324.0
22.137,-9.714,0.574,0.306,-0.11,-0.011,-0.107,-63.0,225.0,-324.0
22.19,-9.447,0.497,0.038,-0.11,0.058,-0.037,-64.0,226.0,-326.0
22.243,-9.408,0.459,0.306,-0.319,-0.22,0.032,-64.0,226.0,-326.0
22.296,-9.485,0.382,-0.229,-0.319,-0.081,0.241,-65.0,225.0,-325.0
22.349,-9.37,0.344,-0.382,-0.249,-0.081,0.171,-64.0,226.0,-325.0
22.402,-9.6,0.497,0.344,-0.388,-0.22,0.102,-64.0,225.0,-324.0
22.455,-9.714,0.574,0.038,-0.388,-0.011,0.032,-64.0,226.0,-324.0
22.508,-9.485,0.727,0.497,-0.319,0.058,-0.176,-64.0,226.0,-324.0
22.561,-9.753,0.841,0.191,-0.527,-0.15,0.102,-64.0,224.0,-324.0
22.614,-9.6,0.344,-0.229,-0.388,-0.011,0.032,-63.0,225.0,-324.0
22.667,-9.791,0.535,0.0,-0.388,0.058,-0.176,-64.0,226.0,-325.0
22.72,-9.294,0.497,0.115,-0.458,0.058,0.032,-64.0,224.0,-324.0
22.773,-9.561,0.612,0.306,-0.458,-0.22,-0.107,-64.0,224.0,-324.0
22.826,-9.561,0.421,0.191,-0.388,-0.081,-0.107,-65.0,225.0,-324.0
22.879,-9.676,0.65,0.382,-0.527,-0.15,-0.037,-63.0,226.0,-324.0
22.932,-9.753,0.574,-0.038,-0.319,0.058,0.032,-64.0,226.0,-325.0
22.985,-9.753,0.344,0.038,-0.458,-0.081,-0.176,-64.0,225.0,-325.0
23.038,-9.638,0.612,0.115,-0.319,0.128,-0.037,-64.0,225.0,-325.0
23.091,-9.6,0.727,0.076,-0.319,0.058,0.032,-62.0,225.0,-324.0
23.144,-9.791,0.918,0.344,-0.458,0.128,-0.037,-64.0,223.0,-324.0
23.197,-9.523,0.574,0.038,-0.388,-0.081,-0.037,-64.0,225.0,-324.0
23.25,-9.714,0.421,0.0,-0.249,-0.081,0.032,-63.0,225.0,-324.0
23.303,-9.638,0.497,0.076,-0.527,-0.011,-0.107,-63.0,225.0,-324.0
23.356,-9.638,0.535,0.191,-0.527,-0.081,-0.037,-63.0,224.0,-324.0
23.409,-9.638,0.421,0.076,-0.458,-0.081,-0.176,-63.0,225.0,-325.0
23.462,-9.561,0.535,0.153,-0.11,-0.011,-0.107,-63.0,225.0,-324.0
23.515,-9.714,0.688,0.038,-0.388,-0.081,0.032,-63.0,225.0,-325.0
23.568,-9.676,0.535,0.229,-0.319,0.128,-0.037,-63.0,225.0,-325.0
23.621,-9.523,0.344,0.229,-0.249,-0.081,-0.037,-65.0,224.0,-324.0
23.674,-9.753,0.765,0.115,-0.319,0.197,0.032,-63.0,226.0,-324.0
23.727,-9.523,0.497,0.076,-0.11,-0.15,0.032,-63.0,225.0,-324.0
23.78,-9.294,0.459,0.306,-0.527,-0.15,-0.176,-63.0,224.0,-324.0
23.833,-9.561,0.535,0.421,-0.458,-0.011,0.032,-63.0,224.0,-324.0
23.886,-9.714,0.497,0.191,-0.388,-0.22,-0.037,-64.0,225.0,-324.0
23.939,-9.447,0.459,0.038,-0.249,0.128,-0.107,-62.0,224.0,-323.0
23.992,-9.561,0.612,0.459,-0.249,-0.081,0.032,-63.0,225.0,-324.0
24.045,-9.753,0.612,0.153,-0.319,0.128,0.032,-63.0,225.0,-324.0
24.098,-9.791,0.65,0.115,-0.319,-0.081,-0.037,-63.0,225.0,-324.0
24.151,-9.447,0.65,0.0,-0.11,-0.011,-0.037,-62.0,225.0,-324.0
24.204,-9.714,0.574,0.191,-0.319,0.058,0.102,-62.0,224.0,-324.0
24.257,-10.097,0.727,0.153,-0.319,0.128,0.31,-63.0,225.0,-323.0
24.31,-9.638,0.65,-0.115,-0.388,-0.15,-0.037,-63.0,225.0,-323.0
24.363,-9.638,0.574,0.421,-0.319,-0.011,-0.176,-63.0,225.0,-323.0
24.416,-9.523,0.459,0.191,-0.527,-0.081,0.102,-63.0,226.0,-324.0
24.469,-9.829,0.612,0.191,-0.319,0.058,0.032,-63.0,226.0,-324.0
24.522,-9.906,0.727,0.153,-0.458,-0.15,0.102,-63.0,225.0,-325.0
24.575,-9.714,0.535,0.191,-0.388,0.058,-0.037,-63.0,225.0,-325.0
24.628,-9.485,0.65,0.344,-0.319,-0.22,-0.176,-63.0,225.0,-325.0
24.681,-9.561,0.612,0.153,-0.388,0.058,-0.246,-64.0,225.0,-326.0
24.734,-9.867,0.497,0.191,-0.388,-0.081,-0.037,-63.0,225.0,-326.0
24.787,-9.6,0.344,0.191,-0.458,-0.15,-0.037,-64.0,225.0,-324.0
24.84,-9.523,0.65,0.115,-0.319,-0.081,-0.107,-63.0,225.0,-324.0
24.893,-9.485,0.497,0.268,-0.388,0.058,0.032,-63.0,225.0,-324.0
24.946,-9.6,0.535,0.153,-0.11,0.058,-0.176,-63.0,225.0,-326.0
24.999,-9.753,0.688,0.268,-0.319,-0.081,-0.037,-63.0,225.0,-323.0
25.052,-9.791,0.574,0.153,-0.179,-0.15,-0.316,-63.0,226.0,-325.0
25.105,-9.485,0.65,0.153,-0.458,0.128,-0.107,-63.0,224.0,-324.0
25.158,-9.523,0.535,0.344,-0.388,-0.22,-0.176,-63.0,224.0,-324.0
25.211,-9.561,0.421,0.038,-0.249,0.058,-0.107,-63.0,224.0,-323.0
25.264,-9.676,0.65,0.153,-0.179,0.128,0.171,-63.0,225.0,-324.0
25.317,-9.867,0.612,-0.306,-0.11,-0.081,0.102,-62.0,224.0,-324.0
25.37,-9.523,0.535,0.076,-0.388,-0.081,-0.107,-63.0,225.0,-324.0
25.423,-9.867,0.535,0.076,-0.597,-0.22,-0.176,-63.0,225.0,-324.0
25.476,-9.485,0.612,0.306,-0.179,0.058,-0.037,-63.0,224.0,-324.0
25.529,-9.791,0.497,0.038,-0.249,-0.081,0.102,-64.0,224.0,-325.0
25.582,-9.561,0.65,0.306,-0.249,0.058,-0.176,-61.0,225.0,-324.0
25.635,-9.561,0.497,0.076,-0.249,-0.22,-0.316,-63.0,225.0,-324.0
25.688,-9.485,0.306,-0.229,-0.527,0.058,-0.037,-63.0,225.0,-324.0
25.741,-9.714,0.535,0.153,-0.319,-0.081,0.032,-63.0,225.0,-325.0
25.794,-9.447,0.497,0.038,-0.249,-0.081,0.38,-63.0,226.0,-325.0
25.847,-9.753,0.574,0.0,-0.11,-0.011,0.032,-65.0,224.0,-324.0
25.9,-9.676,0.574,0.076,-0.249,-0.081,0.102,-64.0,225.0,-324.0
25.953,-9.638,0.497,0.0,-0.458,-0.011,-0.107,-64.0,225.0,-324.0
26.006,-9.638,0.535,0.459,-0.179,0.128,-0.176,-63.0,225.0,-323.0
26.06,-9.217,0.421,0.268,-0.319,0.058,-0.107,-63.0,225.0,-324.0
26.112,-9.6,0.421,0.153,-0.249,-0.15,0.032,-63.0,224.0,-324.0
26.165,-9.6,0.421,-0.038,-0.249,-0.011,0.171,-63.0,226.0,-324.0
26.218,-9.485,0.459,0.115,-0.388,-0.15,-0.316,-63.0,226.0,-324.0
26.271,-9.714,0.459,0.306,-0.388,-0.081,-0.037,-63.0,224.0,-325.0
26.324,-9.485,0.497,0.153,-0.319,0.197,-0.246,-64.0,224.0,-324.0
26.377,-9.332,0.382,0.038,-0.249,-0.011,-0.107,-65.0,226.0,-323.0
26.43,-9.6,0.612,0.038,-0.388,-0.011,-0.107,-63.0,224.0,-323.0
26.483,-9.6,0.535,0.115,-0.388,-0.081,-0.037,-63.0,224.0,-323.0
26.536,-9.638,0.574,0.421,-0.249,-0.011,-0.037,-63.0,225.0,-324.0
26.589,-9.6,0.306,0.076,-0.388,-0.081,-0.037,-65.0,225.0,-325.0
26.642,-9.37,0.574,0.382,-0.04,0.197,0.171,-63.0,225.0,-325.0
26.695,-9.523,0.65,-0.038,-0.319,-0.011,0.032,-65.0,225.0,-325.0
26.748,-9.485,0.421,0.076,-0.597,0.128,-0.107,-65.0,225.0,-325.0
26.801,-9.714,0.459,0.076,-0.249,-0.22,0.032,-64.0,224.0,-324.0
26.854,-9.37,0.229,-0.229,-0.388,-0.081,-0.107,-65.0,226.0,-324.0
26.907,-9.561,0.497,0.038,-0.388,0.128,-0.246,-63.0,226.0,-324.0
26.96,-9.638,0.612,0.153,-0.319,0.058,-0.246,-63.0,225.0,-325.0
27.013,-9.714,0.612,0.153,-0.388,0.058,-0.246,-63.0,225.0,-325.0
27.066,-9.523,0.382,0.229,-0.249,-0.011,0.171,-63.0,225.0,-324.0
27.119,-9.829,0.459,0.076,-0.319,-0.011,-0.037,-62.0,225.0,-325.0
27.172,-9.676,0.65,0.076,-0.319,-0.081,-0.037,-63.0,225.0,-324.0
27.225,-9.676,0.497,0.115,-0.458,-0.011,-0.037,-63.0,224.0,-324.0
27.278,-9.714,0.65,0.497,-0.249,-0.15,0.171,-63.0,224.0,-324.0
27.331,-9.676,0.612,0.306,-0.249,0.058,-0.037,-63.0,225.0,-324.0
27.384,-9.6,0.841,0.497,-0.458,-0.081,-0.037,-64.0,226.0,-324.0
27.437,-9.6,0.612,0.076,-0.458,-0.15,-0.037,-62.0,224.0,-324.0
27.49,-9.676,0.344,0.0,-0.458,0.058,0.171,-64.0,225.0,-324.0
27.543,-9.676,0.497,0.268,-0.179,-0.011,0.032,-64.0,225.0,-324.0
27.596,-9.867,0.65,0.038,-0.458,-0.081,0.102,-63.0,225.0,-324.0
27.649,-9.561,0.535,0.115,-0.179,-0.29,0.102,-62.0,225.0,-324.0
27.702,-9.447,0.421,0.038,-0.179,-0.081,0.241,-65.0,224.0,-325.0
27.755,-9.791,0.421,0.306,-0.319,-0.081,-0.107,-64.0,226.0,-324.0
27.808,-9.523,0.612,0.038,-0.319,-0.011,0.102,-64.0,226.0,-324.0
27.861,-9.676,0.612,0.229,-0.597,0.128,-0.107,-64.0,225.0,-324.0
27.914,-9.523,0.382,-0.306,-0.388,-0.081,-0.037,-63.0,224.0,-324.0
27.967,-9.485,0.382,-0.038,-0.388,-0.22,-0.176,-63.0,225.0,-324.0
28.02,-9.714,0.421,-0.306,-0.249,-0.081,-0.107,-64.0,224.0,-324.0
28.073,-9.676,0.497,0.115,-0.527,0.267,0.032,-64.0,224.0,-324.0
28.126,-9.485,0.612,0.229,-0.388,-0.22,0.171,-63.0,224.0,-324.0
28.179,-9.6,0.574,0.115,-0.458,0.336,0.032,-63.0,224.0,-323.0
28.232,-9.676,0.382,-0.306,-0.458,0.128,0.102,-62.0,226.0,-324.0
28.285,-9.714,0.688,0.191,-0.319,0.058,-0.037,-62.0,225.0,-324.0
28.338,-9.791,0.803,0.268,-0.249,-0.081,-0.037,-62.0,225.0,-324.0
28.391,-9.447,0.688,0.229,-0.179,-0.011,-0.037,-63.0,224.0,-325.0
28.444,-9.714,0.382,-0.153,-0.458,-0.081,0.032,-63.0,226.0,-323.0
28.497,-9.561,0.382,-0.153,-0.319,-0.081,0.102,-64.0,226.0,-324.0
28.55,-9.714,0.535,-0.115,-0.319,0.058,-0.107,-62.0,224.0,-324.0
28.603,-9.829,0.535,-0.153,-0.388,0.267,-0.037,-62.0,224.0,-324.0
28.655,-9.638,0.65,-0.191,-0.458,-0.29,0.102,-64.0,225.0,-324.0
28.709,-9.714,0.688,0.344,-0.388,0.058,-0.176,-64.0,226.0,-324.0
28.762,-9.523,0.421,0.268,-0.179,-0.15,0.032,-63.0,226.0,-325.0
28.815,-9.6,0.574,0.153,-0.179,-0.081,-0.037,-65.0,224.0,-324.0
28.868,-9.753,0.688,0.153,-0.179,-0.011,0.102,-65.0,224.0,-324.0
28.921,-9.447,0.421,-0.038,-0.179,-0.011,0.032,-64.0,225.0,-325.0
28.973,-9.753,0.574,-0.076,-0.458,-0.011,-0.037,-63.0,226.0,-325.0
29.027,-9.523,0.574,0.306,-0.458,-0.15,0.102,-64.0,225.0,-324.0
29.08,-9.447,0.612,0.153,-0.319,-0.081,0.032,-64.0,224.0,-325.0
29.133,-9.217,0.535,0.076,-0.388,-0.011,-0.107,-64.0,224.0,-325.0
29.186,-9.791,0.574,-0.153,-0.249,0.128,0.171,-63.0,226.0,-325.0
29.239,-9.638,0.535,0.268,-0.319,0.058,0.171,-63.0,225.0,-324.0
29.292,-9.944,0.727,-0.191,-0.179,-0.081,-0.037,-63.0,225.0,-324.0
29.345,-9.906,0.612,0.076,-0.388,-0.15,-0.246,-64.0,225.0,-324.0
29.398,-9.714,0.382,-0.115,0.029,-0.22,0.102,-64.0,225.0,-324.0
29.451,-9.485,0.344,-0.038,-0.179,0.058,-0.107,-63.0,226.0,-323.0
29.504,-9.408,0.535,0.115,-0.597,0.058,-0.176,-63.0,224.0,-325.0
29.557,-9.791,0.688,0.191,-0.249,-0.081,0.032,-63.0,225.0,-324.0
29.61,-9.523,0.344,0.153,-0.319,-0.15,-0.107,-64.0,225.0,-325.0
29.662,-9.676,0.727,0.115,-0.249,-0.081,-0.107,-64.0,225.0,-325.0
29.716,-9.447,0.497,0.229,-0.249,-0.011,-0.107,-62.0,226.0,-325.0
29.769,-10.02,0.612,-0.229,-0.388,0.058,-0.037,-62.0,224.0,-323.0
29.822,-9.944,0.459,0.076,-0.458,-0.011,0.102,-63.0,225.0,-324.0
29.874,-9.753,0.459,0.076,-0.527,-0.15,0.032,-64.0,224.0,-323.0
